cycle,t_end_s,NH3_start,NH3_after_on,NH3_end,E_on_Jcm3,E_off_Jcm3,dNH3_on,dNH3_off,rel_state_max,rel_dNH3_cycle,rel_energy_cycle,stable_streak
   387,  3.87000E-02,  8.65119E+14,  8.65769E+14,  8.66542E+14,  1.27383E-12,  0.00000E+00,  6.49316E+11,  7.73245E+11,  2.58866E-03,  1.64165E-03,  0.00000E+00,     0
   388,  3.88000E-02,  8.66542E+14,  8.67191E+14,  8.67961E+14,  1.27383E-12,  0.00000E+00,  6.48833E+11,  7.70032E+11,  3.77643E-02,  1.63471E-03,  0.00000E+00,     0
   389,  3.89000E-02,  8.67961E+14,  8.68609E+14,  8.69377E+14,  1.27383E-12,  0.00000E+00,  6.48366E+11,  7.68087E+11,  2.98248E-02,  1.62927E-03,  0.00000E+00,     0
   390,  3.90000E-02,  8.69377E+14,  8.70025E+14,  8.70798E+14,  1.27383E-12,  0.00000E+00,  6.47944E+11,  7.72870E+11,  6.32292E-02,  1.63162E-03,  0.00000E+00,     0
   391,  3.91000E-02,  8.70798E+14,  8.71445E+14,  8.72215E+14,  1.27383E-12,  0.00000E+00,  6.47317E+11,  7.69567E+11,  4.90910E-02,  1.62447E-03,  0.00000E+00,     0
   392,  3.92000E-02,  8.72215E+14,  8.72862E+14,  8.73630E+14,  1.27383E-12,  0.00000E+00,  6.46871E+11,  7.67836E+11,  3.42074E-02,  1.61934E-03,  0.00000E+00,     0
   393,  3.93000E-02,  8.73630E+14,  8.74276E+14,  8.75044E+14,  1.27383E-12,  0.00000E+00,  6.46459E+11,  7.67986E+11,  2.45663E-03,  1.61643E-03,  0.00000E+00,     0
   394,  3.94000E-02,  8.75044E+14,  8.75690E+14,  8.76465E+14,  1.27383E-12,  0.00000E+00,  6.45965E+11,  7.74577E+11,  9.10354E-02,  1.62076E-03,  0.00000E+00,     0
   395,  3.95000E-02,  8.76465E+14,  8.77110E+14,  8.77869E+14,  1.27383E-12,  0.00000E+00,  6.45386E+11,  7.58528E+11,  1.59230E-01,  1.59923E-03,  0.00000E+00,     0
   396,  3.96000E-02,  8.77869E+14,  8.78514E+14,  8.79281E+14,  1.27383E-12,  0.00000E+00,  6.45088E+11,  7.67351E+11,  7.63591E-02,  1.60636E-03,  0.00000E+00,     0
   397,  3.97000E-02,  8.79281E+14,  8.79925E+14,  8.80700E+14,  1.27383E-12,  0.00000E+00,  6.44506E+11,  7.74275E+11,  8.77407E-02,  1.61097E-03,  0.00000E+00,     0
   398,  3.98000E-02,  8.80700E+14,  8.81344E+14,  8.82118E+14,  1.27383E-12,  0.00000E+00,  6.43867E+11,  7.74528E+11,  2.42421E-03,  1.60794E-03,  0.00000E+00,     0
   399,  3.99000E-02,  8.82118E+14,  8.82762E+14,  8.83536E+14,  1.27383E-12,  0.00000E+00,  6.43366E+11,  7.74728E+11,  2.41792E-03,  1.60502E-03,  0.00000E+00,     0
   400,  4.00000E-02,  8.83536E+14,  8.84179E+14,  8.84950E+14,  1.27383E-12,  0.00000E+00,  6.42869E+11,  7.71308E+11,  5.06880E-02,  1.59803E-03,  0.00000E+00,     0
   401,  4.01000E-02,  8.84950E+14,  8.85593E+14,  8.86367E+14,  1.27383E-12,  0.00000E+00,  6.42502E+11,  7.74213E+11,  4.44699E-02,  1.59834E-03,  0.00000E+00,     0
   402,  4.02000E-02,  8.86367E+14,  8.87009E+14,  8.87781E+14,  1.27383E-12,  0.00000E+00,  6.42024E+11,  7.72287E+11,  3.88931E-02,  1.59308E-03,  0.00000E+00,     0
   403,  4.03000E-02,  8.87781E+14,  8.88423E+14,  8.89194E+14,  1.27383E-12,  0.00000E+00,  6.41506E+11,  7.70613E+11,  1.50846E-02,  1.58809E-03,  0.00000E+00,     0
   404,  4.04000E-02,  8.89194E+14,  8.89835E+14,  8.90602E+14,  1.27383E-12,  0.00000E+00,  6.41058E+11,  7.67434E+11,  3.11264E-02,  1.58151E-03,  0.00000E+00,     0
   405,  4.05000E-02,  8.90602E+14,  8.91243E+14,  8.92014E+14,  1.27383E-12,  0.00000E+00,  6.40604E+11,  7.70991E+11,  3.37692E-02,  1.58248E-03,  0.00000E+00,     0
   406,  4.06000E-02,  8.92014E+14,  8.92654E+14,  8.93428E+14,  1.27383E-12,  0.00000E+00,  6.40110E+11,  7.73789E+11,  3.16191E-02,  1.58256E-03,  0.00000E+00,     0
   407,  4.07000E-02,  8.93428E+14,  8.94067E+14,  8.94839E+14,  1.27383E-12,  0.00000E+00,  6.39584E+11,  7.71374E+11,  2.97227E-02,  1.57677E-03,  0.00000E+00,     0
   408,  4.08000E-02,  8.94839E+14,  8.95478E+14,  8.96251E+14,  1.27383E-12,  0.00000E+00,  6.39155E+11,  7.73342E+11,  5.19069E-02,  1.57601E-03,  0.00000E+00,     0
   409,  4.09000E-02,  8.96251E+14,  8.96890E+14,  8.97665E+14,  1.27383E-12,  0.00000E+00,  6.38567E+11,  7.75342E+11,  5.10743E-03,  1.57510E-03,  0.00000E+00,     0
   410,  4.10000E-02,  8.97665E+14,  8.98303E+14,  8.99079E+14,  1.27383E-12,  0.00000E+00,  6.38088E+11,  7.75533E+11,  2.35088E-03,  1.57230E-03,  0.00000E+00,     0
   411,  4.11000E-02,  8.99079E+14,  8.99716E+14,  9.00488E+14,  1.27383E-12,  0.00000E+00,  6.37610E+11,  7.72173E+11,  4.51186E-02,  1.56558E-03,  0.00000E+00,     0
   412,  4.12000E-02,  9.00488E+14,  9.01126E+14,  9.01897E+14,  1.27383E-12,  0.00000E+00,  6.37253E+11,  7.70961E+11,  6.22920E-03,  1.56139E-03,  0.00000E+00,     0
   413,  4.13000E-02,  9.01897E+14,  9.02533E+14,  9.03307E+14,  1.27383E-12,  0.00000E+00,  6.36796E+11,  7.73416E+11,  1.90378E-02,  1.56117E-03,  0.00000E+00,     0
   414,  4.14000E-02,  9.03307E+14,  9.03943E+14,  9.04717E+14,  1.27383E-12,  0.00000E+00,  6.36311E+11,  7.73751E+11,  5.94184E-03,  1.55857E-03,  0.00000E+00,     0
   415,  4.15000E-02,  9.04717E+14,  9.05353E+14,  9.06125E+14,  1.27383E-12,  0.00000E+00,  6.35850E+11,  7.72178E+11,  2.06535E-02,  1.55390E-03,  0.00000E+00,     0
   416,  4.16000E-02,  9.06125E+14,  9.06760E+14,  9.07536E+14,  1.27383E-12,  0.00000E+00,  6.35409E+11,  7.75691E+11,  6.86494E-02,  1.55487E-03,  0.00000E+00,     0
   417,  4.17000E-02,  9.07536E+14,  9.08171E+14,  9.08944E+14,  1.27383E-12,  0.00000E+00,  6.34809E+11,  7.73081E+11,  3.90987E-02,  1.54893E-03,  0.00000E+00,     0
   418,  4.18000E-02,  9.08944E+14,  9.09578E+14,  9.10348E+14,  1.27383E-12,  0.00000E+00,  6.34438E+11,  7.69404E+11,  6.68523E-02,  1.54209E-03,  0.00000E+00,     0
   419,  4.19000E-02,  9.10348E+14,  9.10982E+14,  9.11756E+14,  1.27383E-12,  0.00000E+00,  6.34069E+11,  7.74130E+11,  5.56317E-02,  1.54449E-03,  0.00000E+00,     0
   420,  4.20000E-02,  9.11756E+14,  9.12389E+14,  9.13167E+14,  1.27383E-12,  0.00000E+00,  6.33554E+11,  7.77121E+11,  4.02423E-02,  1.54482E-03,  0.00000E+00,     0
   421,  4.21000E-02,  9.13167E+14,  9.13800E+14,  9.14573E+14,  1.27383E-12,  0.00000E+00,  6.33052E+11,  7.73835E+11,  3.61602E-02,  1.53830E-03,  0.00000E+00,     0
   422,  4.22000E-02,  9.14573E+14,  9.15206E+14,  9.15978E+14,  1.27383E-12,  0.00000E+00,  6.32630E+11,  7.72129E+11,  2.14357E-02,  1.53362E-03,  0.00000E+00,     0
   423,  4.23000E-02,  9.15978E+14,  9.16610E+14,  9.17385E+14,  1.27383E-12,  0.00000E+00,  6.32200E+11,  7.74887E+11,  2.19159E-02,  1.53380E-03,  0.00000E+00,     0
   424,  4.24000E-02,  9.17385E+14,  9.18017E+14,  9.18792E+14,  1.27383E-12,  0.00000E+00,  6.31724E+11,  7.74716E+11,  4.28039E-03,  1.53075E-03,  0.00000E+00,     0
   425,  4.25000E-02,  9.18792E+14,  9.19423E+14,  9.20198E+14,  1.27383E-12,  0.00000E+00,  6.31274E+11,  7.74890E+11,  2.26519E-03,  1.52811E-03,  0.00000E+00,     0
   426,  4.26000E-02,  9.20198E+14,  9.20829E+14,  9.21602E+14,  1.27383E-12,  0.00000E+00,  6.30821E+11,  7.73362E+11,  1.35099E-02,  1.52363E-03,  0.00000E+00,     0
   427,  4.27000E-02,  9.21602E+14,  9.22232E+14,  9.23008E+14,  1.27383E-12,  0.00000E+00,  6.30387E+11,  7.75696E+11,  2.13821E-02,  1.52337E-03,  0.00000E+00,     0
   428,  4.28000E-02,  9.23008E+14,  9.23638E+14,  9.24409E+14,  1.27383E-12,  0.00000E+00,  6.29914E+11,  7.70714E+11,  4.09448E-02,  1.51516E-03,  0.00000E+00,     0
   429,  4.29000E-02,  9.24409E+14,  9.25038E+14,  9.25814E+14,  1.27383E-12,  0.00000E+00,  6.29516E+11,  7.75387E+11,  4.70592E-02,  1.51748E-03,  0.00000E+00,     0
   430,  4.30000E-02,  9.25814E+14,  9.26443E+14,  9.27217E+14,  1.27383E-12,  0.00000E+00,  6.29022E+11,  7.73912E+11,  1.27088E-02,  1.51306E-03,  0.00000E+00,     0
   431,  4.31000E-02,  9.27217E+14,  9.27845E+14,  9.28607E+14,  1.27383E-12,  0.00000E+00,  6.28590E+11,  7.62184E+11,  1.11511E-01,  1.49770E-03,  0.00000E+00,     0
   432,  4.32000E-02,  9.28607E+14,  9.29236E+14,  9.30009E+14,  1.27383E-12,  0.00000E+00,  6.28312E+11,  7.73200E+11,  1.04918E-01,  1.50699E-03,  0.00000E+00,     0
   433,  4.33000E-02,  9.30009E+14,  9.30637E+14,  9.31409E+14,  1.27383E-12,  0.00000E+00,  6.27739E+11,  7.72029E+11,  2.38889E-02,  1.50285E-03,  0.00000E+00,     0
   434,  4.34000E-02,  9.31409E+14,  9.32036E+14,  9.32813E+14,  1.27383E-12,  0.00000E+00,  6.27323E+11,  7.76864E+11,  4.70143E-02,  1.50533E-03,  0.00000E+00,     0
   435,  4.35000E-02,  9.32813E+14,  9.33440E+14,  9.34203E+14,  1.27383E-12,  0.00000E+00,  6.26830E+11,  7.62934E+11,  1.29334E-01,  1.48765E-03,  0.00000E+00,     0
   436,  4.36000E-02,  9.34203E+14,  9.34829E+14,  9.35608E+14,  1.27383E-12,  0.00000E+00,  6.26551E+11,  7.78644E+11,  1.54686E-01,  1.50191E-03,  0.00000E+00,     0
   437,  4.37000E-02,  9.35608E+14,  9.36234E+14,  9.37005E+14,  1.27383E-12,  0.00000E+00,  6.25938E+11,  7.71703E+11,  7.74694E-02,  1.49160E-03,  0.00000E+00,     0
   438,  4.38000E-02,  9.37005E+14,  9.37631E+14,  9.38405E+14,  1.27383E-12,  0.00000E+00,  6.25565E+11,  7.74356E+11,  2.97510E-02,  1.49181E-03,  0.00000E+00,     0
   439,  4.39000E-02,  9.38405E+14,  9.39030E+14,  9.39805E+14,  1.27383E-12,  0.00000E+00,  6.25112E+11,  7.74241E+11,  2.96445E-03,  1.48898E-03,  0.00000E+00,     0
   440,  4.40000E-02,  9.39805E+14,  9.40429E+14,  9.41204E+14,  1.27383E-12,  0.00000E+00,  6.24678E+11,  7.74723E+11,  4.53515E-03,  1.48682E-03,  0.00000E+00,     0
   441,  4.41000E-02,  9.41204E+14,  9.41828E+14,  9.42604E+14,  1.27383E-12,  0.00000E+00,  6.24237E+11,  7.75918E+11,  1.08848E-02,  1.48541E-03,  0.00000E+00,     0
   442,  4.42000E-02,  9.42604E+14,  9.43228E+14,  9.44001E+14,  1.27383E-12,  0.00000E+00,  6.23773E+11,  7.73406E+11,  3.10745E-02,  1.48006E-03,  0.00000E+00,     0
   443,  4.43000E-02,  9.44001E+14,  9.44625E+14,  9.45401E+14,  1.27383E-12,  0.00000E+00,  6.23385E+11,  7.76245E+11,  3.28044E-02,  1.48046E-03,  0.00000E+00,     0
   444,  4.44000E-02,  9.45401E+14,  9.46024E+14,  9.46803E+14,  1.27383E-12,  0.00000E+00,  6.22903E+11,  7.78994E+11,  3.20811E-02,  1.48066E-03,  0.00000E+00,     0
   445,  4.45000E-02,  9.46803E+14,  9.47425E+14,  9.48200E+14,  1.27383E-12,  0.00000E+00,  6.22446E+11,  7.74598E+11,  5.55486E-02,  1.47336E-03,  0.00000E+00,     0
   446,  4.46000E-02,  9.48200E+14,  9.48822E+14,  9.49597E+14,  1.27383E-12,  0.00000E+00,  6.22067E+11,  7.75267E+11,  1.67145E-02,  1.47150E-03,  0.00000E+00,     0
   447,  4.47000E-02,  9.49597E+14,  9.50219E+14,  9.51001E+14,  1.27383E-12,  0.00000E+00,  6.21621E+11,  7.82256E+11,  6.28565E-02,  1.47621E-03,  0.00000E+00,     0
   448,  4.48000E-02,  9.51001E+14,  9.51622E+14,  9.52398E+14,  1.27383E-12,  0.00000E+00,  6.21115E+11,  7.75866E+11,  6.43686E-02,  1.46680E-03,  0.00000E+00,     0
   449,  4.49000E-02,  9.52398E+14,  9.53019E+14,  9.53794E+14,  1.27383E-12,  0.00000E+00,  6.20747E+11,  7.74884E+11,  2.10727E-02,  1.46324E-03,  0.00000E+00,     0
   450,  4.50000E-02,  9.53794E+14,  9.54414E+14,  9.55187E+14,  1.27383E-12,  0.00000E+00,  6.20340E+11,  7.72611E+11,  6.08271E-03,  1.45830E-03,  0.00000E+00,     0
   451,  4.51000E-02,  9.55187E+14,  9.55807E+14,  9.56584E+14,  1.27383E-12,  0.00000E+00,  6.19926E+11,  7.77135E+11,  2.48111E-02,  1.46047E-03,  0.00000E+00,     0
   452,  4.52000E-02,  9.56584E+14,  9.57203E+14,  9.57982E+14,  1.27383E-12,  0.00000E+00,  6.19472E+11,  7.78991E+11,  3.34015E-02,  1.45980E-03,  0.00000E+00,     0
   453,  4.53000E-02,  9.57982E+14,  9.58601E+14,  9.59382E+14,  1.27383E-12,  0.00000E+00,  6.19009E+11,  7.81139E+11,  4.63021E-02,  1.45943E-03,  0.00000E+00,     0
   454,  4.54000E-02,  9.59382E+14,  9.60001E+14,  9.60782E+14,  1.27383E-12,  0.00000E+00,  6.18519E+11,  7.81340E+11,  1.90274E-02,  1.45700E-03,  0.00000E+00,     0
   455,  4.55000E-02,  9.60782E+14,  9.61400E+14,  9.62180E+14,  1.27383E-12,  0.00000E+00,  6.18100E+11,  7.79688E+11,  2.37555E-02,  1.45273E-03,  0.00000E+00,     0
   456,  4.56000E-02,  9.62180E+14,  9.62798E+14,  9.63576E+14,  1.27383E-12,  0.00000E+00,  6.17705E+11,  7.78460E+11,  1.47195E-02,  1.44894E-03,  0.00000E+00,     0
   457,  4.57000E-02,  9.63576E+14,  9.64194E+14,  9.64972E+14,  1.27383E-12,  0.00000E+00,  6.17293E+11,  7.77920E+11,  5.55863E-03,  1.44586E-03,  0.00000E+00,     0
   458,  4.58000E-02,  9.64972E+14,  9.65588E+14,  9.66367E+14,  1.27383E-12,  0.00000E+00,  6.16875E+11,  7.78539E+11,  3.02918E-03,  1.44398E-03,  0.00000E+00,     0
   459,  4.59000E-02,  9.66367E+14,  9.66983E+14,  9.67762E+14,  1.27383E-12,  0.00000E+00,  6.16453E+11,  7.78201E+11,  5.73053E-03,  1.44111E-03,  0.00000E+00,     0
   460,  4.60000E-02,  9.67762E+14,  9.68378E+14,  9.69153E+14,  1.27383E-12,  0.00000E+00,  6.16038E+11,  7.75245E+11,  4.19827E-02,  1.43557E-03,  0.00000E+00,     0
   461,  4.61000E-02,  9.69153E+14,  9.69769E+14,  9.70546E+14,  1.27383E-12,  0.00000E+00,  6.15664E+11,  7.77621E+11,  3.89847E-02,  1.43557E-03,  0.00000E+00,     0
   462,  4.62000E-02,  9.70546E+14,  9.71161E+14,  9.71947E+14,  1.27383E-12,  0.00000E+00,  6.15208E+11,  7.86117E+11,  9.67490E-02,  1.44177E-03,  0.00000E+00,     0
   463,  4.63000E-02,  9.71947E+14,  9.72562E+14,  9.73342E+14,  1.27383E-12,  0.00000E+00,  6.14586E+11,  7.79652E+11,  7.93645E-02,  1.43242E-03,  0.00000E+00,     0
   464,  4.64000E-02,  9.73342E+14,  9.73956E+14,  9.74738E+14,  1.27383E-12,  0.00000E+00,  6.14334E+11,  7.82407E+11,  2.67922E-02,  1.43294E-03,  0.00000E+00,     0
   465,  4.65000E-02,  9.74738E+14,  9.75352E+14,  9.76134E+14,  1.27383E-12,  0.00000E+00,  6.13885E+11,  7.81403E+11,  2.15644E-03,  1.42940E-03,  0.00000E+00,     0
   466,  4.66000E-02,  9.76134E+14,  9.76747E+14,  9.77531E+14,  1.27383E-12,  0.00000E+00,  6.13449E+11,  7.84231E+11,  4.91720E-02,  1.42981E-03,  0.00000E+00,     0
   467,  4.67000E-02,  9.77531E+14,  9.78144E+14,  9.78931E+14,  1.27383E-12,  0.00000E+00,  6.12980E+11,  7.86422E+11,  1.19525E-02,  1.42952E-03,  0.00000E+00,     0
   468,  4.68000E-02,  9.78931E+14,  9.79543E+14,  9.80329E+14,  1.27383E-12,  0.00000E+00,  6.12591E+11,  7.85344E+11,  1.35538E-02,  1.42599E-03,  0.00000E+00,     0
   469,  4.69000E-02,  9.80329E+14,  9.80941E+14,  9.81714E+14,  1.27383E-12,  0.00000E+00,  6.12158E+11,  7.73114E+11,  1.35927E-01,  1.41107E-03,  0.00000E+00,     0
   470,  4.70000E-02,  9.81714E+14,  9.82326E+14,  9.83108E+14,  1.27383E-12,  0.00000E+00,  6.11896E+11,  7.82058E+11,  1.03884E-01,  1.41791E-03,  0.00000E+00,     0
   471,  4.71000E-02,  9.83108E+14,  9.83719E+14,  9.84502E+14,  1.27383E-12,  0.00000E+00,  6.11376E+11,  7.82905E+11,  1.46504E-02,  1.41623E-03,  0.00000E+00,     0
   472,  4.72000E-02,  9.84502E+14,  9.85113E+14,  9.85893E+14,  1.27383E-12,  0.00000E+00,  6.10934E+11,  7.79583E+11,  4.04297E-02,  1.41041E-03,  0.00000E+00,     0
   473,  4.73000E-02,  9.85893E+14,  9.86503E+14,  9.87287E+14,  1.27383E-12,  0.00000E+00,  6.10575E+11,  7.83190E+11,  4.14029E-02,  1.41171E-03,  0.00000E+00,     0
   474,  4.74000E-02,  9.87287E+14,  9.87897E+14,  9.88671E+14,  1.27383E-12,  0.00000E+00,  6.10109E+11,  7.74467E+11,  9.51471E-02,  1.40044E-03,  0.00000E+00,     0
   475,  4.75000E-02,  9.88671E+14,  9.89281E+14,  9.90066E+14,  1.27383E-12,  0.00000E+00,  6.09818E+11,  7.84582E+11,  1.01085E-01,  1.40839E-03,  0.00000E+00,     0
   476,  4.76000E-02,  9.90066E+14,  9.90675E+14,  9.91448E+14,  1.27383E-12,  0.00000E+00,  6.09302E+11,  7.72933E+11,  1.29549E-01,  1.39416E-03,  0.00000E+00,     0
   477,  4.77000E-02,  9.91448E+14,  9.92057E+14,  9.92829E+14,  1.27383E-12,  0.00000E+00,  6.09041E+11,  7.72621E+11,  6.65202E-03,  1.39164E-03,  0.00000E+00,     0
   478,  4.78000E-02,  9.92829E+14,  9.93438E+14,  9.94216E+14,  1.27383E-12,  0.00000E+00,  6.08657E+11,  7.77449E+11,  6.11644E-02,  1.39417E-03,  0.00000E+00,     0
   479,  4.79000E-02,  9.94216E+14,  9.94824E+14,  9.95606E+14,  1.27383E-12,  0.00000E+00,  6.08194E+11,  7.81957E+11,  4.80321E-02,  1.39629E-03,  0.00000E+00,     0
   480,  4.80000E-02,  9.95606E+14,  9.96213E+14,  9.96998E+14,  1.27383E-12,  0.00000E+00,  6.07738E+11,  7.84462E+11,  3.43472E-02,  1.39639E-03,  0.00000E+00,     0
   481,  4.81000E-02,  9.96998E+14,  9.97605E+14,  9.98384E+14,  1.27383E-12,  0.00000E+00,  6.07292E+11,  7.79080E+11,  6.05147E-02,  1.38862E-03,  0.00000E+00,     0
   482,  4.82000E-02,  9.98384E+14,  9.98991E+14,  9.99775E+14,  1.27383E-12,  0.00000E+00,  6.06965E+11,  7.83945E+11,  4.24624E-02,  1.39122E-03,  0.00000E+00,     0
   483,  4.83000E-02,  9.99775E+14,  1.00038E+15,  1.00117E+15,  1.27383E-12,  0.00000E+00,  6.06494E+11,  7.84496E+11,  1.59301E-02,  1.38937E-03,  0.00000E+00,     0
   484,  4.84000E-02,  1.00117E+15,  1.00177E+15,  1.00255E+15,  1.27383E-12,  0.00000E+00,  6.06068E+11,  7.78614E+11,  7.49478E-02,  1.38116E-03,  0.00000E+00,     0
   485,  4.85000E-02,  1.00255E+15,  1.00316E+15,  1.00394E+15,  1.27383E-12,  0.00000E+00,  6.05741E+11,  7.86604E+11,  9.83490E-02,  1.38688E-03,  0.00000E+00,     0
   486,  4.86000E-02,  1.00394E+15,  1.00455E+15,  1.00534E+15,  1.27383E-12,  0.00000E+00,  6.05253E+11,  7.89847E+11,  2.33272E-02,  1.38769E-03,  0.00000E+00,     0
   487,  4.87000E-02,  1.00534E+15,  1.00594E+15,  1.00673E+15,  1.27383E-12,  0.00000E+00,  6.04780E+11,  7.82562E+11,  8.86908E-02,  1.37807E-03,  0.00000E+00,     0
   488,  4.88000E-02,  1.00673E+15,  1.00733E+15,  1.00811E+15,  1.27383E-12,  0.00000E+00,  6.04471E+11,  7.79194E+11,  4.29062E-02,  1.37253E-03,  0.00000E+00,     0
   489,  4.89000E-02,  1.00811E+15,  1.00871E+15,  1.00950E+15,  1.27383E-12,  0.00000E+00,  6.04117E+11,  7.86144E+11,  9.37382E-02,  1.37718E-03,  0.00000E+00,     0
   490,  4.90000E-02,  1.00950E+15,  1.01010E+15,  1.01089E+15,  1.27383E-12,  0.00000E+00,  6.03619E+11,  7.87675E+11,  7.86492E-03,  1.37630E-03,  0.00000E+00,     0
   491,  4.91000E-02,  1.01089E+15,  1.01149E+15,  1.01228E+15,  1.27383E-12,  0.00000E+00,  6.03200E+11,  7.86134E+11,  1.96271E-02,  1.37248E-03,  0.00000E+00,     0
   492,  4.92000E-02,  1.01228E+15,  1.01288E+15,  1.01367E+15,  1.27383E-12,  0.00000E+00,  6.02810E+11,  7.86265E+11,  1.94505E-03,  1.37034E-03,  0.00000E+00,     0
   493,  4.93000E-02,  1.01367E+15,  1.01427E+15,  1.01506E+15,  1.27383E-12,  0.00000E+00,  6.02405E+11,  7.89262E+11,  4.89095E-02,  1.37102E-03,  0.00000E+00,     0
   494,  4.94000E-02,  1.01506E+15,  1.01566E+15,  1.01645E+15,  1.27383E-12,  0.00000E+00,  6.01952E+11,  7.89392E+11,  1.93659E-03,  1.36882E-03,  0.00000E+00,     0
   495,  4.95000E-02,  1.01645E+15,  1.01705E+15,  1.01784E+15,  1.27383E-12,  0.00000E+00,  6.01542E+11,  7.85815E+11,  6.31220E-02,  1.36304E-03,  0.00000E+00,     0
   496,  4.96000E-02,  1.01784E+15,  1.01844E+15,  1.01923E+15,  1.27383E-12,  0.00000E+00,  6.01197E+11,  7.89649E+11,  6.31188E-02,  1.36460E-03,  0.00000E+00,     0
   497,  4.97000E-02,  1.01923E+15,  1.01983E+15,  1.02062E+15,  1.27383E-12,  0.00000E+00,  6.00734E+11,  7.89777E+11,  1.92439E-03,  1.36242E-03,  0.00000E+00,     0
   498,  4.98000E-02,  1.02062E+15,  1.02122E+15,  1.02201E+15,  1.27383E-12,  0.00000E+00,  6.00328E+11,  7.89903E+11,  1.92036E-03,  1.36029E-03,  0.00000E+00,     0
   499,  4.99000E-02,  1.02201E+15,  1.02261E+15,  1.02340E+15,  1.27383E-12,  0.00000E+00,  5.99922E+11,  7.90029E+11,  1.91634E-03,  1.35817E-03,  0.00000E+00,     0
   500,  5.00000E-02,  1.02340E+15,  1.02400E+15,  1.02479E+15,  1.27383E-12,  0.00000E+00,  5.99518E+11,  7.90153E+11,  1.91234E-03,  1.35605E-03,  0.00000E+00,     0
